Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage,# Kills,Notes
C1E041,1:49:40,Keyleth,Damage,21,,,11 (21/2) Lightning to L6,,Lightning Bolt
C1E041,1:51:22,Garthok,Attack,13,5,,,,Stiletto Spear with Sneak Attack
C1E041,1:51:37,Garthok,Damage,20,,,20 to L8,,
C1E041,1:52:31,Garthok,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E041,1:52:31,Garthok,Attack,11,4,,,1,Hand Crossbow with disadvantage
C1E041,1:52:41,Garthok,Damage,6,,,6 to L8,,
C1E041,1:53:25,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E041,1:53:25,Grog,Attack,14,9,,,,"Craven Edge Great Weapon Master Reckless Attack (with advantage), Grog gains +1 Strength"
C1E041,1:53:35,Grog,Attack,15,10,,,,Disregarded due to advantage
C1E041,1:53:35,Grog,Attack,Nat20,20,Y,,1,"Craven Edge Great Weapon Master Reckless Attack (with advantage), Grog gains +1 Strength"
C1E041,1:54:00,Grog,Attack,Nat20,20,Y,,,"Craven Edge GWM Reckless Attack, Grog gains +1 Strength"
C1E041,1:54:24,Grog,Damage,28,,,28 to L2,,
C1E041,1:55:00,Grog,Damage,44,,,44 to L2,,
C1E041,1:55:48,Grog,Damage,32,,,32 to L4,,
C1E041,1:56:01,Grog,Attack,21,16,,,1,Craven Edge GWM Reckless Attack
C1E041,1:56:11,Grog,Damage,36,,,36 to L4,,
C1E041,1:57:44,Scanlan,Intimidation,22,17,,,,
C1E041,2:00:02,Vex'ahlia,Investigation,Nat20,20,Y,,,
C1E041,2:03:29,Vex'ahlia,Perception,26,18,,,,
C1E041,2:06:24,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E041,2:06:24,Vax'ildan,Attack,22,11,,,,Surprise Dagger Handle Sneak Attack (with advantage)
C1E041,2:06:52,Vax'ildan,Damage,47,,,47 to L3,,
C1E041,2:25:50,Vex'ahlia,Medicine,22,19,,,,
C1E041,2:25:57,Vex'ahlia,Medicine,16,13,,,,
C1E041,2:45:45,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E041,2:45:45,Vex'ahlia,Stealth,39,19,,,,With Pass Without a Trace with advantage
C1E041,2:45:50,Scanlan,Stealth,28,16,,,,With Pass Without a Trace
C1E041,2:45:59,Vax'ildan,Stealth,42,17,,,,With Pass Without a Trace
C1E041,2:47:40,Garthok,Stealth,24,7,,,,With Pass Without a Trace
C1E041,2:47:42,Grog,Stealth,27,15,,,,With Pass Without a Trace
C1E041,2:47:48,Pike,Stealth,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E041,2:47:48,Pike,Stealth,26,16,,,,With Pass Without a Trace with disadvantage
C1E041,2:47:54,Keyleth,Stealth,25,18,,,,With Pass Without a Trace
C1E041,2:47:55,Percy,Stealth,31,15,,,,With Pass Without a Trace
C1E041,2:50:53,Scanlan,Investigation,27,21,,,,
C1E041,2:50:55,Grog,Investigation,Nat20,20,Y,,,
C1E041,2:51:15,Vex'ahlia,Investigation,19,17,,,,Disregarded
C1E041,2:51:15,Garthok,Investigation,14,12,,,,
C1E041,2:51:19,Vax'ildan,Investigation,11,8,,,,
C1E041,2:52:01,Vex'ahlia,Perception,Nat20,20,Y,,,
C1E041,2:52:22,Vax'ildan,Perception,22,10,,,,
C1E041,2:53:59,Vex'ahlia,Survival,19,11,,,,
C1E041,2:56:47,Vax'ildan,Stealth,Nat20,20,Y,,,
C1E041,2:56:50,Scanlan,Perception,9,9,,,,
C1E041,2:57:03,Scanlan,Survival,3,3,,,,
C1E042,0:16:46,Vex'ahlia,Insight,21,13,,,,
C1E042,0:16:50,Keyleth,Insight,22,11,,,,
C1E042,0:35:04,Vex'ahlia,History,8,6,,,,
C1E042,0:35:05,Vax'ildan,History,Unknown,Unknown,,,,Disregarded due to Luck
C1E042,0:35:05,Vax'ildan,History,15,12,,,,With Luck
C1E042,0:35:21,Percy,History,24,17,,,,
C1E042,0:45:05,Vex'ahlia,Persuasion,20,12,,,,
C1E042,0:48:17,Vex'ahlia,Insight,26,18,,,,
C1E042,0:51:20,Keyleth,Wisdom,19,Unknown,,,,With inspiration
C1E042,0:52:18,Grog,Intimidation,17,11,,,,
C1E042,1:11:02,Grog,Stealth,Nat20,20,Y,,,with Pass Without a Trace
C1E042,1:11:15,Percy,Stealth,33,17,,,,with Pass Without a Trace
C1E042,1:11:16,Scanlan,Stealth,15,3,,,,with Pass Without a Trace
C1E042,1:11:17,Keyleth,Stealth,35,18,,,,with Pass Without a Trace
C1E042,1:11:18,Vax'ildan,Stealth,38,13,,,,with Pass Without a Trace
C1E042,1:11:18,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E042,1:11:18,Vex'ahlia,Stealth,35,15,,,,with Pass Without a Trace with advantage
C1E042,1:17:30,Percy,Initiative,26,18,,,,
C1E042,1:17:35,Grog,Initiative,20,18,,,,
C1E042,1:17:39,Vex'ahlia,Initiative,18,11,,,,
C1E042,1:17:53,Scanlan,Initiative,7,7,,,,
C1E042,1:17:56,Keyleth,Initiative,5,3,,,,
C1E042,1:18:03,Vax'ildan,Initiative,6,1,Y,,,
C1E042,1:20:14,Percy,Attack,28,15,,,,Bad News Trick Shot
C1E042,1:20:14,Percy,Damage,14,8,,14 to Wyvern 1,,2d12+6
C1E042,1:21:21,Percy,Attack,3,3,,,,Misfire
C1E042,1:22:32,Percy,Tinkering,14,4,,,,Fix Bad News
C1E042,1:27:46,Scanlan,Perception,19,19,,,,
C1E042,1:29:07,Grog,Attack,26,16,,,,Craven Edge
C1E042,1:29:07,Grog,Damage,22,,,22 to Rider 2,,Grog gains 1 Strength
C1E042,1:29:13,Grog,Attack,14,4,,,,Craven Edge
C1E042,1:30:46,Vex'ahlia,Acrobatics,31,16,,,,
C1E042,1:31:21,Vex'ahlia,Damage,16,,,"86 (16 to R4, R1, W2, and R7; 
8 to W4 and R8)",,Conjure Barrage
C1E042,1:31:50,Vex'ahlia,Damage,6,,,6 to R7,,Hunter's Mark Damage
C1E042,1:32:09,Scanlan,Dexterity Save,9,5,,16 to Scanlan,,Against Vex's Conjure Barrage
C1E042,1:37:20,Vax'ildan,Attack,25,15,,,,Dagger Sneak Attack
C1E042,1:37:20,Vax'ildan,Damage,29,,,29 to W1,,
C1E042,1:37:26,Vax'ildan,Attack,19,9,,,,Thrown Dagger
C1E042,1:37:26,Vax'ildan,Damage,7,,,7 to R1,,
C1E042,1:37:40,Vax'ildan,Attack,24,13,,,,Keen Dagger
C1E042,1:37:40,Vax'ildan,Damage,9,,,9 to R1,,
C1E042,1:40:10,Keyleth,Damage,14,,,"7 Fall to Chicken!Wyvern 3, 3 Fall to W3, 
14 Fall to R5 and R6",,"Polymorph, Matt rolled"
C1E042,1:42:47,Percy,Attack,21,9,,,,Dragon Slayer Longsword
C1E042,1:42:47,Percy,Damage,9,,,9 Slashing to R2,,
C1E042,1:43:38,Percy,Attack,14,2,,,,Dragon Slayer Longsword
C1E042,1:43:38,Percy,Damage,26,,,26 Slashing to W1,,
C1E042,1:43:56,Percy,Attack,24,12,,,,Dragon Slayer Longsword
C1E042,1:43:56,Percy,Damage,26,,,25 Slashing to W1,,
C1E042,1:44:59,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E042,1:44:59,Grog,Attack,31,26,,,,Craven Edge GWM Reckless Attack (with advantage)
C1E042,1:44:59,Grog,Damage,25,,,25 to R2,1,Grog gains 1 Strength
C1E042,1:45:42,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E042,1:45:42,Grog,Attack,Nat20,20,Y,,,Craven Edge GWM Reckless Attack (with advantage)
C1E042,1:45:42,Grog,Damage,43,,,43 to W1,1,
C1E042,1:52:56,Scanlan,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E042,1:52:56,Scanlan,Constitution Save,12,10,,,,Concentration with advantage
C1E042,1:53:08,Scanlan,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E042,1:53:08,Scanlan,Constitution Save,18,16,,,,Concentration with advantage
C1E042,1:53:12,Scanlan,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E042,1:53:12,Scanlan,Constitution Save,19,17,,,,Concentration with advantage
C1E042,1:53:22,Scanlan,Constitution Save,4,2,,,,Disregarded due to advantage
C1E042,1:53:22,Scanlan,Constitution Save,9,7,,,,"Concentration with advantage, loses domination"
C1E042,1:55:05,Vex'ahlia,Attack,18,6,,,,Arrow through Blazing Bowstring
C1E042,1:55:05,Vex'ahlia,Damage,25,,,25 to R4,1,
C1E042,1:55:45,Vex'ahlia,Attack,20,8,,,,Arrow
C1E042,1:55:45,Vex'ahlia,Damage,16,,,16 to R3,,
C1E042,1:56:40,Scanlan,Damage,17,,,34 (17 Thunder to R3 and R1),,Thunderwave
C1E042,1:57:54,Scanlan,Healing,19,14,,,,"Healing Word, Scanlan heals 19 points"
C1E042,1:58:48,Vax'ildan,Acrobatics,33,18,,,,
C1E042,1:59:20,Vax'ildan,Attack,20,10,,,,Dagger
C1E042,1:59:20,Vax'ildan,Damage,9,,,9 to R1,1,
C1E042,2:01:10,Keyleth,Damage,42,,,"294 (42 Fire to R6, W3, W2, R3, R5, R7, W4)",4,Fire Storm
C1E042,2:05:04,Percy,Attack,19,15,,,,Pistol with Sharpshooter
C1E042,2:05:04,Percy,Damage,26,,,26 to R8,1,
C1E042,2:05:42,Percy,Attack,16,12,,,,Pistol with Sharpshooter
C1E042,2:05:42,Percy,Damage,26,,,26 to W4,,
C1E042,2:05:49,Percy,Attack,9,5,,,,Pistol with Sharpshooter
C1E042,2:06:40,Grog,Attack,Unknown,Unknown,,,,Disregarded due to Advantage
C1E042,2:06:40,Grog,Attack,24,14,,,,Craven Edge GWM Reckless Attack (with advantage)
C1E042,2:06:48,Grog,Attack,Unknown,Unknown,,,,Disregarded due to Advantage
C1E042,2:06:48,Grog,Attack,26,21,,,,Craven Edge GWM Reckless Attack (with advantage)
C1E042,2:07:00,Grog,Damage,32,,,32 to W2,1,
C1E042,2:07:10,Grog,Damage,31,,,31 to W3,,
C1E042,2:07:42,Grog,Attack,Unknown,Unknown,,,,Disregarded due to Advantage
C1E042,2:07:42,Grog,Attack,26,21,,,,Craven Edge GWM Reckless Attack (with advantage)
C1E042,2:07:42,Grog,Damage,32,,,32 to W3,,
C1E042,2:09:09,Grog,Constitution Save,12,2,,,,Against Wyvern bite's poison
C1E042,2:10:00,Percy,Constitution Save,20,14,,,,Against Wyvern bite's poison
C1E042,2:10:35,Vex'ahlia,Attack,16,4,,,,Arrow
C1E042,2:10:35,Vex'ahlia,Damage,18,,,18 to W3,1,
C1E042,2:11:11,Vex'ahlia,Attack,28,16,,,,Arrow
C1E042,2:11:11,Vex'ahlia,Damage,17,,,17 to W4,,
C1E042,2:11:53,Vex'ahlia,Acrobatics,24,9,,,,
C1E042,2:13:15,Scanlan,Damage,18,,,18 to W4,,Wand of Magic Missiles
C1E042,2:13:51,Scanlan,Healing,7,,,,,"Healing Word, Scanlan heals 7 points"
C1E042,2:13:59,Vax'ildan,Attack,20,10,,,,Dagger
C1E042,2:14:03,Vax'ildan,Attack,23,13,,,,Dagger
C1E042,2:14:03,Vax'ildan,Attack,23,12,,,,Dagger
C1E042,2:14:08,Vax'ildan,Damage,41,,,41 (10+31 Sneak Attack) to W4,1,HDYWTDT
C1E042,2:17:30,Keyleth,Nature,Unknown,Unknown,,,,Disregarded due to advantage
C1E042,2:17:30,Keyleth,Nature,14,7,,,,Animal extraction with advantage
C1E042,2:17:52,Keyleth,Nature,Unknown,Unknown,,,,Disregarded due to advantage
C1E042,2:17:52,Keyleth,Nature,15,8,,,,"Animal extraction with advantage, 
Extracts 1 dose of Wyvern Poison"
C1E042,2:18:27,Keyleth,Nature,14,7,,,,Disregarded due to advantage
C1E042,2:18:27,Keyleth,Nature,25,18,,,,"Animal extraction with advantage, 
Extracts 1 dose of Wyvern Poison"
C1E042,2:18:39,Keyleth,Nature,Unknown,Unknown,,,,Disregarded due to advantage
C1E042,2:18:39,Keyleth,Nature,26,19,,,,"Animal extraction with advantage, 
Extracts 1 dose of Wyvern Poison"
C1E042,2:21:29,Vax'ildan,Perception,23,11,,,,
C1E042,2:21:40,Vex'ahlia,Healing,Unknown,,,,,"Cure Wounds, Grog heals Unknown points"
C1E042,2:21:58,Vax'ildan,Stealth,30,15,,,,
C1E042,2:23:02,Vax'ildan,Perception,22,10,,,,
C1E042,2:33:51,Vax'ildan,Perception,31,19,,,,
C1E042,2:40:04,Vax'ildan,Insight,9,7,,,,
C1E042,2:48:03,Vax'ildan,Perception,22,10,,,,
C1E042,2:48:16,Vax'ildan,Perception,33,21,,,,
C1E042,2:55:39,Vax'ildan,Acrobatics,28,13,,,,
C1E042,3:00:26,Vax'ildan,Constitution,7,7,,,,
C1E042,3:03:54,Keyleth,Stealth,Nat1,1,Y,,,With Pass Without a Trace
C1E042,3:04:00,Vax'ildan,Stealth,37,12,,,,With Pass Without a Trace
C1E042,3:04:03,Scanlan,Stealth,19,7,,,,With Pass Without a Trace
C1E042,3:04:05,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E042,3:04:05,Vex'ahlia,Stealth,37,17,,,,With Pass Without a Traceand advantage
C1E042,3:04:07,Grog,Stealth,29,17,,,,With Pass Without a Trace
C1E042,3:04:09,Percy,Stealth,33,17,,,,With Pass Without a Trace
C1E042,3:05:10,Keyleth,Stealth,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E042,3:05:10,Keyleth,Stealth,15,8,,,,With Disadvantage
C1E042,3:20:08,Percy,Tinkering,22,12,,,,Affix hand mortar to boot
C1E043,0:17:28,Scanlan,Arcana,21,15,,,,
C1E043,0:45:14,Vex'ahlia,Persuasion,12,4,,,,
C1E043,1:00:03,Vex'ahlia,Deception,Unknown,Unknown,,,,Disregarded due to advantage
C1E043,1:00:03,Vex'ahlia,Deception,27,19,,,,With advantage
C1E043,1:00:37,Keyleth,Sleight of Hand,18,16,,,,
C1E043,1:02:19,Percy,Sleight of Hand,19,13,,,,
C1E043,1:05:00,Kashaw,Intimidation,Unknown,Unknown,,,,Disregarded due to advantage
C1E043,1:05:00,Kashaw,Intimidation,18,19,,,,With advantage
C1E043,1:09:58,Vex'ahlia,Perception,23,10,,,,
C1E043,1:23:45,Vex'ahlia,Persuasion,12,4,,,,
C1E043,1:33:49,Grog,Perception,18,18,,,,
C1E043,2:07:16,Keyleth,Nature,17,10,,,,
C1E043,2:11:03,Keyleth,Religion,10,4,,,,
C1E043,2:11:05,Vex'ahlia,Religion,12,10,,,,
C1E043,2:11:05,Zahra,Religion,15,9,,,,
C1E043,2:11:08,Grog,Religion,18,20,,,,Bad math
C1E043,2:11:09,Kashaw,Religion,24,17,,,,
C1E043,2:11:09,Vax'ildan,Religion,13,10,,,,
C1E043,2:11:10,Percy,Religion,13,10,,,,
C1E043,2:11:10,Scanlan,Religion,Unknown,Unknown,,,,
C1E043,2:50:49,Grog,Athletics,19,11,,,,
C1E043,2:52:17,Scanlan,Acrobatics,10,6,,,,Scanlan is prone
C1E043,2:52:20,Vax'ildan,Acrobatics,34,19,,,,
C1E043,2:53:00,Vax'ildan,Initiative,25,20,,,,
C1E043,2:54:02,Grog,Initiative,19,17,,,,
C1E043,2:54:03,Scanlan,Initiative,16,16,,,,
C1E043,2:55:04,Vax'ildan,Stealth,25,10,,,,
C1E043,2:55:22,Vax'ildan,Attack,24,14,,,,Dagger
C1E043,2:55:36,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to luck
C1E043,2:55:36,Vax'ildan,Attack,30,19,,,,With luck
C1E043,2:56:40,Vax'ildan,Damage,8,,,8 to Groon,,
C1E043,2:57:24,Vax'ildan,Damage,8,,,,,Groon uses Deflect Missiles
C1E043,2:59:56,Grog,Attack,25,15,,,,Craven Edge
C1E043,3:00:00,Grog,Attack,17,7,,,,Craven Edge
C1E043,3:00:07,Grog,Damage,21,,,21 to Groon,,
C1E043,3:04:27,Vax'ildan,Attack,21,10,,,,Disregarded due to advantage
C1E043,3:04:27,Vax'ildan,Attack,30,19,,,,Dagger Handle Sneak Attack with advantage
C1E043,3:04:31,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E043,3:04:31,Vax'ildan,Attack,27,17,,,,Dagger Handle with advantage
C1E043,3:04:33,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E043,3:04:33,Vax'ildan,Attack,17,7,,,,Dagger Handle with advantage
C1E043,3:05:03,Vax'ildan,Damage,59,,,59 to Groon,,
C1E043,3:05:10,Vax'ildan,Damage,10,,,10 to Groon,,
C1E043,3:08:34,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E043,3:08:34,Grog,Attack,28,18,,,,Craven Edge GWM Reckless Attack (with advantage)
C1E043,3:08:37,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E043,3:08:37,Grog,Attack,23,13,,,,Craven Edge GWM Reckless Attack (with advantage)
C1E043,3:08:44,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E043,3:08:44,Grog,Attack,16,6,,,,Craven Edge GWM Reckless Attack (with advantage)
C1E043,3:09:01,Grog,Damage,32,,,32 to Groon,,
C1E043,3:09:09,Grog,Damage,27,,,27 to Groon,,
C1E043,3:11:45,Vax'ildan,Attack,Nat20,20,Y,,,Dagger Sneak Attack
C1E043,3:13:06,Vax'ildan,Damage,68,,,55 (68-13) to Groon,,Groon used Deflect Missiles
C1E043,3:14:30,Vax'ildan,Attack,27,17,,,,Dagger
C1E043,3:14:38,Vax'ildan,Damage,9,,,9 to Groon,,
C1E043,3:15:39,Vax'ildan,Constitution Save,23,23,,,,With inspiration
C1E043,3:16:15,Grog,Attack,16,6,,,,Craven Edge Reckless Attack (no adv. due to Patient Defense)
C1E043,3:16:58,Grog,Attack,16,6,,,,Craven Edge Reckless Attack (no adv. due to Patient Defense)
C1E043,3:17:28,Grog,Attack,27,17,,,,"Craven Edge Reckless Attack (no adv. due to Patient Defense)
With inspiration"
C1E043,3:17:40,Grog,Damage,29,,,29 to Groon,,
C1E043,3:19:15,Scanlan,Attack,27,17,,,,Bigby's Hand with disadvantage
C1E043,3:19:15,Scanlan,Attack,Nat20,20,Y,,,Disregarded due to disadvantage
C1E043,3:20:38,Scanlan,Damage,17,,,17 Force to Groon,,
C1E043,3:21:28,Vax'ildan,Attack,Nat1,1,Y,,,Dagger against Groon (disadvantage not rolled)
C1E043,3:21:30,Vax'ildan,Attack,23,13,,,,Disregarded due to disadvantage
C1E043,3:21:30,Vax'ildan,Attack,17,7,,,,Dagger with disadvantage
C1E043,3:21:56,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E043,3:21:56,Vax'ildan,Attack,21,11,,,,Dagger with disadvantage
C1E043,3:24:14,Scanlan,Dexterity Save,20,16,,,,
C1E043,3:25:04,Scanlan,Constitution Save,13,11,,,,Concentration
C1E043,3:25:05,Scanlan,Constitution Save,14,12,,,,Concentration
C1E043,3:25:50,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E043,3:25:50,Grog,Attack,29,19,,,,Craven Edge Reckless Attack (with advantage)
C1E043,3:26:10,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E043,3:26:10,Grog,Attack,20,10,,,,Craven Edge Reckless Attack (with advantage)
C1E043,3:26:23,Grog,Attack,23,13,,,,Craven Edge GWM Reckless Attack with inspiration
C1E043,3:26:34,Grog,Damage,19,,,19 to Groon,,
C1E043,3:26:42,Grog,Damage,27,,,27 to Groon,,
C1E043,3:30:14,Scanlan,Healing,15,,,,,"Healing Word, Scanlan heals 15 points"
C1E043,3:31:11,Vax'ildan,Attack,19,9,,,,Dagger
C1E043,3:31:53,Grog,Constitution Save,17,7,,,,Grog is stunned
C1E043,3:34:28,Vax'ildan,Constitution Save,14,14,,,,Vax'ildan is stunned
C1E043,3:35:34,Grog,Wisdom Save,10,10,,,,
C1E043,3:36:02,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E043,3:36:02,Grog,Attack,14,4,,,,Craven Edge Reckless Attack (with advantage)
C1E043,3:36:07,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E043,3:36:07,Grog,Attack,27,17,,,,Craven Edge Reckless Attack (with advantage)
C1E043,3:36:15,Grog,Damage,19,,,19 to Groon,,
C1E043,3:36:40,Grog,Wisdom Save,11,11,,,,
C1E043,3:41:44,Keyleth,Healing,12,,,,,"Cure Wounds, Vax'ildan heals 12"
C1E043,3:41:54,Keyleth,Dexterity Save,20,15,,,,
C1E044,0:22:24,Zahra,History,11,9,,,,
C1E044,0:26:04,Vex'ahlia,Investigation,23,21,,,,Bad mod?
C1E044,0:26:08,Scanlan,Investigation,17,11,,,,
C1E044,0:30:43,Vex'ahlia,Persuasion,18,10,,,,
C1E044,0:37:16,Grog,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E044,0:37:16,Grog,Attack,14,6,,,,Moon Hammer with disadvantage
C1E044,0:37:47,Vax'ildan,Stealth,27,12,,,,
C1E044,0:37:48,Grog,Perception,2,2,,,,
C1E044,0:38:40,Grog,Insight,4,4,,,,
C1E044,0:47:00,Percy,Perception,25,18,,,,
C1E044,0:47:35,Vex'ahlia,Perception,Unknown,Unknown,,,,Disregarded due to advantage
C1E044,0:47:35,Vex'ahlia,Perception,22,9,,,,With advantage (Favorite terrain)
C1E044,0:48:04,Kashaw,Investigation,11,8,,,,
C1E044,0:48:25,Zahra,Investigation,Unknown,Unknown,,,,"""Terrible"""
C1E044,0:51:30,Vex'ahlia,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E044,0:51:30,Vex'ahlia,Perception,31,18,,,,With disadvantage
C1E044,0:57:10,Zahra,Investigation,Nat20,20,,,,
C1E044,1:01:54,Keyleth,Nature,18,7,,,,
C1E044,1:04:55,Keyleth,Investigation,14,12,,,,
C1E044,1:05:42,Keyleth,Investigation,11,9,,,,
C1E044,1:10:38,Vex'ahlia,Perception,Unknown,Unknown,,,,Disregarded due to advantage
C1E044,1:10:38,Vex'ahlia,Perception,34,21,,,,"With advantage, bad math or mod"
C1E044,1:10:38,Zahra,Perception,Unknown,Unknown,,,,
C1E044,1:11:52,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E044,1:11:52,Vex'ahlia,Stealth,24,4,,,,With advantage
C1E044,1:11:52,Zahra,Stealth,25,15,,,,
C1E044,1:14:23,Vex'ahlia,Dexterity,27,17,,,,Makes 2 Owlbear arrows
C1E044,1:20:13,Vax'ildan,Perception,22,10,,,,Possible RT use
C1E044,1:20:15,Percy,Perception,17,10,,,,
C1E044,1:28:50,Vax'ildan,Perception,22,10,,,,Possible RT use
C1E044,1:33:50,Vax'ildan,Strength,Unknown,Unknown,,,,Disregarded due to Luck
C1E044,1:33:50,Vax'ildan,Strength,11,9,,,,With Luck
C1E044,1:37:25,Grog,Strength,20,17,,,,
C1E044,1:37:38,Scanlan,Strength,16,8,,,,With strength of Bigby's Hand
C1E044,1:37:39,Zahra,Strength,4,4,,,,
C1E044,1:40:43,Scanlan,Strength,24,16,,,,With strength of Bigby's Hand
C1E044,1:42:03,Vax'ildan,Stealth,Nat20,20,,,,
C1E044,2:01:37,Vax'ildan,Perception,30,18,,,,
C1E044,2:04:24,Keyleth,Stealth,Nat1,1,,,,With Pass Without a Trace
C1E044,2:04:29,Kashaw,Stealth,24,12,,,,With Pass Without a Trace
C1E044,2:04:33,Percy,Stealth,32,16,,,,With Pass Without a Trace
C1E044,2:04:34,Scanlan,Stealth,30,18,,,,With Pass Without a Trace
C1E044,2:04:36,Zahra,Stealth,22,12,,,,With Pass Without a Trace
C1E044,2:04:36,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E044,2:04:36,Vex'ahlia,Stealth,28,8,,,,With Pass Without a Trace with advantage
C1E044,2:04:37,Grog,Stealth,17,5,,,,With Pass Without a Trace
C1E044,2:05:06,Zahra,Perception,Nat20,20,,,,
C1E044,2:05:07,Scanlan,Perception,5,5,,,,
C1E044,2:05:09,Grog,Perception,14,14,,,,
C1E044,2:10:32,Grog,Perception,17,17,,,,
C1E044,2:14:41,Keyleth,Nature,29,18,,,,
C1E044,2:19:02,Vax'ildan,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E044,2:19:02,Vax'ildan,Perception,22,10,,,,"With disadvantage, possible RT use"
C1E044,2:19:03,Vex'ahlia,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E044,2:19:03,Vex'ahlia,Perception,29,16,,,,With disadvantage
C1E044,2:20:53,Vax'ildan,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E044,2:20:53,Vax'ildan,Perception,22,10,,,,"With disadvantage, possible RT use"
C1E044,2:20:54,Vex'ahlia,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E044,2:20:54,Vex'ahlia,Perception,26,13,,,,With disadvantage
C1E044,2:22:24,Vax'ildan,Thieves' Tools,23,10,,,,"Intellect-based, possible RT use"
C1E044,2:23:00,Vax'ildan,Dexterity Save,22,12,,,,
C1E044,2:24:05,Vex'ahlia,Investigation,10,8,,,,
C1E044,2:24:15,Vax'ildan,Investigation,13,10,,,,
C1E044,2:24:58,Scanlan,Investigation,30,24,,,,Used intimidation bonus?
C1E044,2:28:22,Scanlan,Dexterity,5,5,,,,Disregarded due to advantage
C1E044,2:28:22,Scanlan,Dexterity,13,13,,,,With advantage
C1E044,2:32:03,Vax'ildan,Perception,22,10,,,,Possible RT use
C1E044,2:34:41,Vax'ildan,Acrobatics,33,18,,,,
C1E044,2:35:01,Vax'ildan,Perception,31,19,,,,
C1E044,2:35:52,Zahra,Religion,20,18,,,,
C1E044,2:37:07,Percy,Acrobatics,14,4,,,,
C1E044,2:37:08,Vex'ahlia,Acrobatics,31,16,,,,
C1E044,2:37:30,Keyleth,Acrobatics,20,18,,,,
C1E044,2:37:30,Kashaw,Acrobatics,20,18,,,,
C1E044,2:37:32,Scanlan,Acrobatics,15,11,,,,
C1E044,2:37:33,Grog,Acrobatics,Nat1,1,,,,
C1E044,2:37:50,Trinket,Acrobatics,2,2,,,,Rolled by Matt
C1E044,2:38:33,Grog,Dexterity Save,17,15,,,,Disregarded due to disadvantage
C1E044,2:38:33,Grog,Dexterity Save,11,9,,,,With disadvantage
C1E044,2:39:15,Trinket,Attack,4,4,,4 Slashing to Grog,,Rolled by Matt
C1E044,2:40:09,Vex'ahlia,Investigation,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E044,2:40:09,Vex'ahlia,Investigation,16,14,,,,With disadvantage
C1E044,2:40:56,Vax'ildan,Acrobatics,33,18,,,,
C1E044,2:40:59,Zahra,Perception,10,8,,,,
C1E044,2:42:01,Grog,Perception,Unknown,Unknown,,,,"""Bad"""
C1E044,2:42:07,Scanlan,Perception,12,12,,,,
C1E044,2:42:37,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E044,2:42:37,Vex'ahlia,Stealth,30,10,,,,With Pass Without a Trace with advantage
C1E044,2:42:42,Vax'ildan,Stealth,35,10,,,,"With Pass Without a Trace, possible RT use"
C1E044,2:47:26,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E044,2:47:37,Vex'ahlia,Stealth,35,15,,,,With Pass Without a Trace with advantage
C1E044,2:48:42,Vax'ildan,Stealth,29,14,,,,
C1E044,2:48:54,Vex'ahlia,Initiative,21,14,,,,
